ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2218024,Absocold,ARD484F*10R/L,,,Compact Refrigerator,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,46,18.6,4.8,5.8,346,408,15,,,No,,No,,,09/05/2014,08/27/2014,United States,ES_0092255_ARD484F*10R/L_08272014021903_2752402,No
2374007,Absocold,ARD484F*21R/L,,,Compact Refrigerator,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,45.8,18.5,4.8,5.8,346,408,15,,,No,,,,,02/14/2021,02/09/2021,United States,CER_0092255_ARD484F*21R/L_02112021105445_80072181,No
2388871,Alpha PAR RD,RDBM191**,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.7,23,466,521,11,,,No,,,,,12/01/2021,11/18/2021,Canada,ES_1125680_RDBM191**_12072021011649_ 80106135,No
2401052,Alpha PAR RD,RDTM116WE,,0632726207533,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.8,25,11.5,13.9,311,346,10,,,No,,,,,08/26/2022,08/19/2022,Canada,ES_1125680_RDTM116WE_09012022103133_80137611,Yes
2370521,Amana,AMA31**E,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.8,19.1,3,3.8,320,358,11,,,No,,,,,11/25/2020,04/20/2020,United States,ES_1108549_AMA31**E_12032020070711_80062974,No
2311054,Amana,AMA31S5E,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.8,19.1,3.2,3.1,320,354,10,,,No,,,,,02/28/2018,02/08/2018,"United States, Canada",ES_1108549_FR786-SS_02122018100556_70172329,No
2206035,Amana,AMA43BKE,,,Compact Refrigerator,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.9,4.3,4.3,228,291,22,,,No,,,,,12/28/2022,11/29/2022,"United States, Canada",ES_1108549_AMA43BKE_03122014054518_2688030,No
2298477,Amana,AMA43R**E,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,31.7,19.9,4.3,4.3,268,299,10,,,No,,,,,10/23/2017,05/24/2017,"United States, Canada",ES_22856_AMA43R**E_05172017115223_70134709,No
2370514,Amana,AMAR27S1E,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.7,19.1,2.6,2.6,214,239,10,,,No,,,,,11/25/2020,02/08/2018,United States,ES_1108549_AMAR27S1E_12032020065046_80062974,No
2370519,Amana,AMAR31T**E,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.8,19.1,3,3.8,320,358,11,,,No,,,,,11/25/2020,04/20/2020,United States,ES_1108549_AMAR31T**E_12032020070711_80062974,No
2370516,Amana,AMAR35S1E,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.8,19.1,3.4,3.4,220,246,11,,,No,,,,,11/25/2020,02/08/2018,United States,ES_1108549_AMAR35S1E_12032020065046_80062974,No
2370523,Amana,AMAR43**E,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.9,4.3,4.3,228,253,10,,,No,,,,,11/25/2020,06/03/2020,United States,ES_1108549_AMAR43**E_12032020071549_8004243,No
2370517,Amana,AMAR46TS1E,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,48.1,19.1,4.6,5.6,325,369,12,,,No,,,,,11/25/2020,02/08/2018,United States,ES_1108549_AMAR46TS1E_12032020065046_80062974,No
2253717,Amana,ART348FFF***,,883049409634;883049409641;883049409658;883049412344,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65.4,29.8,18.3,22.1,370,412,10,,,No,,,,,12/14/2015,11/19/2015,"United States, Canada",ES_0022856_ART348FFF***_11222015014057_70054450,Yes
2272160,Amana,ART348FFF***,,883049409634;883049409641;883049409658;883049412344,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,No,Yes,No,65.4,29.8,18.3,22.1,455,496,10,,,No,,,,,12/14/2015,06/14/2016,"United States, Canada",ES_0022856_ART348FFF***_07112016115240_70084302,Yes
2453054,APPLIANCE BASICS,CR31TABDDSS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,04/06/2023,04/07/2023,United States,ES_1127347_CR31TABDDSS_040720230222972_5663021,No
2395381,APPLIANCE BASICS,CR44CABSDSS,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,19.7,4.4,4.4,226,254,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,04/28/2022,05/03/2022,"United States, Canada",ES_1127347_CR44CABSDSS_050320220814569_4504721,No
2394256,APPLIANCE BASICS,HD676REWNSS,,2022019133942,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.6,29.5,18.7,23,466,521,11,,,No,,,,,03/22/2022,03/25/2022,"United States, Canada",ES_1127347_HD676REWNSS_03312022025576_7355993,No
2394274,APPLIANCE BASICS,HD774FWSS,,2022019133850,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67,33,21,25.6,396,440,10,,,No,,,,,03/25/2022,03/25/2022,"United States, Canada",ES_1127347_HD774FWSS_033120222237781_8985472,Yes
4005829,ARCTIC CHEF,ACFR320-LIME-AMZ-6COM,,058465802714,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.3,17.8,3.1,3.1,215,243,12,,,No,,,,,03/25/2025,06/03/2024,"United States, Canada",ES_1120898_ACFR320-LIME-AMZ-6COM_03262025085822_80247939,No
4005830,ARCTIC CHEF,ACFR321-PURPLE-COM,,058465793999,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.3,17.8,3.1,3.1,215,243,12,,,No,,,,,03/25/2025,06/03/2024,"United States, Canada",ES_1120898_ACFR321-PURPLE-COM_03262025085822_80247939,No
4005836,ARCTIC CHEF,ACFR321-WHITE-6COM,",ACFR321-BLUE-AMZ,",058465793975;058465796594,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.3,17.8,3.1,3.1,215,243,12,,,No,,,,,03/18/2025,03/26/2025,United States,ES_1120898_ACFR321-WHITE-6COM_03192025140516_1636468,No
4005839,ARCTIC CHEF,ACFR465-6COM,,058465807740,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.5,20.9,4.5,4.5,226,254,11,,,No,,,,,03/18/2025,03/26/2025,United States,ES_1120898_ACFR465-6COM_03192025134018_7753869,No
3619573,ARCTIC CHEF,ACFR551,,058465807726,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.5,30.9,5.5,7.2,338,378,11,,,No,,,,,08/16/2024,08/06/2024,"United States, Canada",ES_1120898_ACFR551_08142024122105_80221057,No
3624322,ARCTIC CHEF,ACFR834-6COM,,058465833831,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.5,17.8,3.1,3.8,320,358,11,,,No,,,,,08/15/2024,08/21/2024,United States,ES_1120898_ACFR834-6COM_08222024134803_1996728,No
2336715,Arctic King,AFRM033AES,,817986026449,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,02/09/2022,02/16/2022,"United States, Canada",ES_1030337_AFRM033AES_04162019022322_1402305,No
3998088,Arctic King,ARB47B5***,",,* can be replaced by A to Z or 1 to 9 denotes products with features, which do not have an effect on energy performance",840296514832,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,48.8,18.5,4.7,5.8,333,370,10,,,No,,No,,,02/15/2025,02/18/2025,"United States, Canada",ES_1030337_ARB47B5***_021820250324157_6462242,No
2340001,Arctic King,ARM024S1ARSV,,810004813373,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,02/09/2022,02/22/2022,"United States, Canada",ES_1030337_ARM024S1ARSV_06172019093952_4392326,No
2336699,Arctic King,ARM044S1ARSV,,810004813397,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,19.7,4.4,4.4,226,254,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/26/2019,04/15/2019,"United States, Canada",ES_1030337_ARM044S1ARSV_04152019093755_1075080,No
2392998,Arctic King,ARM17A5ABB,,810040946196,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,19.3,18.6,1.7,1.7,246,275,11,,,No,,,,,02/12/2022,02/14/2022,"United States, Canada",ES_1030337_ARM17A5ABB_02142022110349_80116053,No
4439472,Arctic King,ARM17A5ABBT,,840296516843,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,19.3,18.6,1.7,1.7,246,275,11,,,No,,,,,05/15/2025,05/15/2025,United States,ES_1122227_ARM17A5ABBT_06272025111802_80257961,No
2356895,Arctic King,ARM24S4AWW,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238,11,,,No,,,,,03/20/2020,03/23/2020,"United States, Canada",ES_1030337_ARM24S4AWW_03232020052816_1296306,No
3999559,Arctic King,ARM27B3A**,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,27.6,18.6,2.7,2.7,255,284,10,,,No,,,,,03/07/2025,03/07/2025,United States,ES_1030337_ARM27B3A**_03072025094934_80244381,No
2378083,Arctic King,ARM32D5ABB,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,,,No,,,,,05/11/2021,05/19/2021,"United States, Canada",ES_1030337_ARM32D5ABB_051120210920618_8438417,No
2378082,Arctic King,ARM32D5ASL,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,,,No,,,,,05/11/2021,05/19/2021,"United States, Canada",ES_1030337_ARM32D5ASL_051120210921641_5173461,No
2378080,Arctic King,ARM33S5ABB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.5,3.3,3.3,220,245,10,,,No,,,,,05/11/2021,05/19/2021,"United States, Canada",ES_1030337_ARM33S5ABB_051120210906239_2745100,No
2378081,Arctic King,ARM33S5ASL,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.5,3.3,3.3,220,245,10,,,No,,,,,05/11/2021,05/19/2021,"United States, Canada",ES_1030337_ARM33S5ASL_05112021090761_4340339,No
3554126,Avanti,RA31B3S,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,07/12/2024,07/12/2024,"United States, Canada",ES_0092257_RA31B3S_07122024112802_80215894,No
2317775,Avanti,RA45B3S,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,44.3,18.7,4.5,5.4,327,368,11,,,No,,,,,03/31/2018,03/14/2017,"United States, Canada",ES_0092257_RA45B3S_03292018034257_70177409,No
2391834,Avanti,RA730B0W,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA730B0W_01272022060555_80104253,No
2391837,Avanti,RA730B0W-IS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA730B0W-IS_01272022060555_80104253,No
2391835,Avanti,RA731B1B,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA731B1B_01272022060555_80104253,No
2391838,Avanti,RA731B1B-IS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA731B1B-IS_01272022060555_80104253,No
2391836,Avanti,RA733B3S,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA733B3S_01272022060555_80104253,No
2391839,Avanti,RA733B3S-IS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA733B3S-IS_01272022060555_80104253,No
3531031,Avanti,RA75****,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,56.3,21.9,7.5,7.5,250,380,34,,,Yes,,,,,05/14/2024,05/22/2024,"United States, Canada",ES_92257_RA75_05232024120548_3350707,Yes
2378191,Avanti,RA75V**,"RA75V0W,RA75V0W,; RA75V1B,RA75V1B,; RA75V3S,RA75V3S,",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56,21.3,7.4,8.5,345,386,11,,,No,,,,,05/20/2021,05/21/2021,"United States, Canada",ES_92257_RAV75V**_051920211117471_8909741,No
2310828,Avanti,RM24T1B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.9,18.5,2.4,2.4,200,238,16,,,No,,,,,01/01/2018,02/01/2018,United States,ES_92257_RM24T1B_01232018161611_3669244,No
2353671,Avanti,RM24T1B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.7,2.4,2.4,200,238,16,,,No,,,,,12/01/2019,01/16/2020,United States,ES_92257_RM24T1B_01102020160309_3271295,No
2315140,Avanti,RM3306W,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,18.7,3.3,3.3,220,245,10,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM3306W_03012018110822_70170417,No
2315139,Avanti,RM3316B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,18.7,3.3,3.3,220,245,10,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM3316B_03012018110822_70170417,No
2315134,Avanti,RM4406W,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.5,4.4,4.4,228,254,10,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM4406W_03012018110822_70170417,No
2315133,Avanti,RM4416B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.5,4.4,4.4,228,254,10,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM4416B_03012018110822_70170417,No
2315135,Avanti,RM4436SS,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.5,4.4,4.4,228,254,10,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM4436SS_03012018110822_70170417,No
2349176,Avanti,RM52T1BB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.3,23.4,5.2,5.2,228,260,12,,,No,,,,,11/01/2019,10/31/2019,United States,ES_92257_RM52T1BB_10282019171101_5326806,No
2372512,Avanti,RMRS31X6BL-IS,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.5,17.8,3,3,169,243,30,,,No,,,,,11/16/2020,01/26/2021,United States,ES_92257_RMRS31X6BL-IS_012520212337226_6405156,Yes
2372511,Avanti,RMRS31X**-IS,",,(* can be A to Z, 0 to 9 which indicates color.)",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.5,17.8,3,3,169,243,30,,,No,,,,,11/16/2020,01/26/2021,United States,ES_92257_RMRS31X**-IS_012520212337300_3102130,Yes
4005842,Avanti,RMRS31X#**-IS,,079841553112;079841553150;079841553167;079841553174,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.5,17.8,3,3,216,243,11,,,No,,,,,03/18/2024,03/26/2025,United States,ES_92257_RMRS31X#**-IS_03192025133318_1529962,No
4005834,Avanti,RMRT30X#**-IS,,079841553013;079841553051;079841553068;079841553075,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.5,17.8,3.1,3.8,320,358,11,,,No,,,,,03/18/2024,03/26/2025,United States,ES_92257_RMRT30X#**-IS_03192025154310_6267816,No
2214120,Avanti,RMS551SS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.5,30.9,5.5,7.2,338,378,11,,,No,,,,,06/25/2014,06/25/2014,"United States, Canada",ES_0092257_RMS551SS_06192014035200_2738658,No
2315141,Avanti,RMX45B3S,,,Compact Refrigerator,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,21.4,4.5,5,265,297,11,,,No,,,,,01/22/2018,01/10/2018,"United States, Canada",ES_0092257_RMX45B3S_03012018110822_70170417,No
2508194,Avanti,VF108K0W,,79841169405,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,67.1,23.6,11.1,11.1,249,280,11,,,No,,,,,04/12/2023,05/25/2023,"United States, Canada",ES_0092257_VF108K0W_06092023113757_80169587,No
2396578,Avanti; Duura Elite,OR1533U3S,",DE150FROUSS,",079841201532;845035031953,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,14.6,3.1,3.1,225,288,22,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,05/11/2022,05/19/2022,"United States, Canada",ES_1131312_OR1533U3S_05162022150729_6040307,No
3624328,Bertazzoni,REF36BMBIXRT,,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,85,36,19.6,23.1,550,638,16,,,No,,,,,08/23/2024,08/23/2024,"United States, Canada",ES_1148036_REF36BMBIXRT_08232024202179_9863508,No
2839002,Bertazzoni,REF36FDBZPNV/24   ,,8057971107278,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,83.6,35.8,19.6,23.8,589,645,10,,,No,,,,,12/01/2023,12/07/2023,"United States, Canada",ES_1145610_REF36FDBZPNV/24   _12052023142702_409204,No
3543902,Bertazzoni,REF36FDFIXN*,",,Asterisk * denotes products with features, which can be any capital letter from A-Z or 0-9, it does not have an effect on energy performance.",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69.9,35.8,22.5,27.5,588,644,10,,,No,,,,,06/18/2024,06/25/2024,"United States, Canada",ES_1133661_REF36FDFIXN*_062520240314943_7856193,No
2388723,Bertazzoni,REF36FDFIXNB,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69.9,35.8,22.5,27.5,588,644,10,,,No,,,,,11/15/2021,12/02/2021,"United States, Canada",ES_1133661_REF36FDFIXNB_120220210300570_2732453,No
2388724,Bertazzoni,REF36FDFIXNV,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69.9,35.8,22.5,27.5,588,644,10,,,No,,,,,11/15/2021,12/02/2021,"United States, Canada",ES_1133661_REF36FDFIXNV_120220210300214_5618772,No
4480643,Bertazzoni,REF36FDFZXN2V,,8050246545300,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69.8,35.8,20.2,25.1,569,623,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,07/02/2025,07/29/2025,"United States, Canada",ES_1145610_REF36FDFZXN2V_07022025150832_4658303,No
